user_id,income_regularity,spending_consistency,bill_payment_ratio,savings_rate,emi_burden_ratio,upi_activity_volume,rent_payment_regularity,cash_withdrawal_ratio,TARGET
USR_0595,0.6404,0.673,0.7857,-0.2917,0.2803,7.6667,0.6967,0.1399,0
USR_0596,0.1519,0.2925,0.6667,0.2424,0.1553,6.5,0.6112,0.1436,0
USR_0597,0.4231,0.417,0.6316,-0.9312,0.403,7.1667,0.8144,0.0848,1
USR_0598,0.2933,0.4594,0.8889,0.2262,0.3805,5.0,0.6867,0.0442,0
USR_0599,0.2622,0.2805,0.8,0.2229,0.0409,4.3333,0.8134,0.176,0
USR_0600,0.4365,0.4274,1.0,0.63,0.0505,3.1667,0.6672,0.0497,0
USR_0601,0.054,0.3458,0.8,0.5452,0.1143,2.3333,0.6193,0.0954,0
USR_0602,0.0,0.4822,1.0,0.2925,0.2194,5.6667,0.8201,0.1533,0
USR_0603,0.0,0.6549,1.0,-1.0,1.0,2.8333,0.5,0.2355,1
USR_0604,0.6144,0.6761,0.8333,-0.3033,0.3286,9.5,0.7128,0.1078,0
USR_0605,0.0,0.3524,1.0,0.0569,0.3152,4.6667,0.6783,0.1203,0
USR_0606,0.2199,0.4715,1.0,-0.5254,0.0875,7.0,0.7772,0.2171,0
USR_0607,0.0,0.4592,0.8,-0.7177,0.2649,3.6667,0.9605,0.2871,1
USR_0608,0.0,0.221,0.75,0.546,0.2907,2.5,0.5,0.0367,0
USR_0609,0.1405,0.4008,0.9167,-0.2581,0.144,7.8571,0.7755,0.1331,0
USR_0610,0.4901,0.553,1.0,0.066,0.1299,5.6667,0.8767,0.1797,0
USR_0611,0.4294,0.4595,0.8182,-0.4711,0.1506,4.6667,0.8387,0.123,1
USR_0612,0.0858,0.5276,0.8333,0.08,0.1832,6.0,0.7225,0.1031,0
USR_0613,0.0694,0.4537,0.75,0.5665,0.0801,4.3333,0.6722,0.0193,0
USR_0614,0.0596,0.3403,0.7,-1.0,0.0538,6.6667,0.7678,0.2497,0
USR_0615,0.0,0.5532,1.0,-0.663,0.7456,3.5,0.7698,0.065,1
USR_0616,0.1933,0.7861,0.9,-0.1092,0.2665,8.8333,0.7464,0.155,0
USR_0617,0.7072,0.4793,0.7778,0.0946,0.1625,5.0,0.8181,0.131,0
USR_0618,0.4184,0.5722,1.0,-0.3998,0.2529,8.3333,0.6787,0.2458,0
USR_0619,0.3334,0.3217,1.0,-0.0374,0.2656,5.1667,0.8696,0.0528,0
USR_0620,0.3799,0.244,0.6923,0.2185,0.1119,5.2857,0.6928,0.1633,0
USR_0621,0.0,0.5606,0.7143,-0.525,0.4698,5.5,0.8495,0.1048,1
USR_0622,0.4249,0.6661,1.0,-1.0,0.694,8.6667,0.702,0.166,1
USR_0623,0.7596,0.8376,0.7778,-1.0,0.2263,3.5,0.9656,0.0,1
USR_0624,0.5295,0.3567,1.0,0.3299,0.1659,2.5,0.6718,0.144,0
USR_0625,0.5544,0.3043,0.7778,0.464,0.1825,4.7143,0.7882,0.1773,0
USR_0626,0.0,0.6798,0.75,-0.2199,0.284,3.6667,0.7166,0.0621,0
USR_0627,0.7337,0.7545,0.625,0.2275,0.185,7.8333,0.7327,0.2647,0
USR_0628,0.4059,0.4298,0.8889,0.371,0.2183,4.1667,0.7012,0.0527,0
USR_0629,0.2237,0.7288,0.8125,0.5505,0.2281,7.3333,0.6128,0.1096,0
USR_0630,0.5044,0.5485,0.6667,-1.0,0.3038,4.0,0.8906,0.3406,1
USR_0631,0.6934,0.6833,0.5556,-1.0,0.924,3.3333,0.5653,0.2678,1
USR_0632,0.0,0.1841,0.5714,-1.0,0.3918,2.8333,0.5,0.1082,1
USR_0633,0.0,0.586,0.8,-0.2912,0.1513,5.2857,0.6209,0.2245,0
USR_0634,0.0431,0.5845,0.7143,0.1899,0.1829,5.0,0.9086,0.1146,0
USR_0635,0.2511,0.5964,0.8462,0.0555,0.2087,9.6667,0.7913,0.163,0
USR_0636,0.6628,0.3962,1.0,0.4285,0.2975,5.3333,0.7358,0.1001,0
USR_0637,0.5681,0.4052,0.5882,-1.0,0.3728,8.2857,0.7677,0.107,1
USR_0638,0.3959,0.4788,0.8889,0.1763,0.2199,4.6667,0.6179,0.1411,0
USR_0639,0.4116,0.335,1.0,-0.7064,0.3306,5.0,0.6863,0.2767,0
USR_0640,0.3001,0.4273,0.75,-0.5172,0.1213,3.1429,0.7752,0.3084,0
USR_0641,0.1592,0.5653,0.75,0.4029,0.2353,7.3333,0.6452,0.0764,0
USR_0642,0.1561,0.2495,0.5,0.624,0.0397,2.8571,0.4213,0.1152,0
USR_0643,0.4066,0.5702,0.9167,0.4725,0.1809,8.3333,0.7986,0.1653,0
USR_0644,0.3756,0.5472,0.9375,0.5667,0.094,6.8333,0.7451,0.0876,0
USR_0645,0.4684,0.5306,0.8571,0.4209,0.2329,8.6667,0.634,0.0406,0
USR_0646,0.0,0.7541,1.0,-0.4546,0.3938,3.5,0.7491,0.0,1
USR_0647,0.4977,0.5827,0.8462,-0.3757,0.1015,9.3333,0.723,0.2266,1
USR_0648,0.1294,0.7388,0.8,0.3281,0.4157,6.6667,0.7097,0.0537,0
USR_0649,0.2229,0.4368,0.75,-1.0,1.0,6.6667,0.7689,0.0363,1
USR_0650,0.0421,0.5122,0.8462,-0.4418,0.5754,8.1667,0.7188,0.0983,1
USR_0651,0.0,0.4214,0.75,0.7291,0.0975,2.1667,0.5,0.1323,0
USR_0652,0.1201,0.7094,0.75,-1.0,0.1923,3.8571,0.5617,0.1259,1
USR_0653,0.2827,0.7843,0.9091,0.8081,0.0418,5.8333,0.5,0.1904,0
USR_0654,0.0985,0.1331,0.9,0.1869,0.5931,6.6667,0.6028,0.06,0
USR_0655,0.2589,0.5504,0.7273,0.4002,0.1415,7.3333,0.8137,0.0532,0
USR_0656,0.2653,0.767,0.7,-0.2773,0.4541,9.6667,0.7233,0.0286,1
USR_0657,0.0,0.4236,0.875,0.2327,0.4345,7.5,0.6161,0.0551,0
USR_0658,0.2882,0.0,1.0,0.6635,0.079,2.5,0.8221,0.0665,0
USR_0659,0.5095,0.147,1.0,-0.4324,0.0837,3.0,0.7713,0.1563,0
USR_0660,0.1522,0.4597,0.5714,0.383,0.3132,3.3333,0.7937,0.149,0
USR_0661,0.4041,0.6263,0.5455,0.3147,0.1828,8.5,0.7172,0.2232,0
USR_0662,0.7781,0.2737,1.0,-1.0,0.6949,4.3333,0.6304,0.1151,1
USR_0663,0.2594,0.4953,0.75,-1.0,0.2138,3.3333,0.8069,0.1916,1
USR_0664,0.38,0.4397,1.0,-0.7626,0.1101,4.8571,0.8685,0.2302,0
USR_0665,0.7943,0.6225,0.8333,0.1875,0.1106,9.5,0.7362,0.2375,0
USR_0666,0.0,0.3795,0.6667,0.1969,0.3328,3.7143,0.6844,0.0642,0
USR_0667,0.4456,0.7506,0.6667,0.2142,0.2957,5.5,0.6077,0.1393,0
USR_0668,0.5681,0.3886,0.625,-1.0,0.0895,4.8333,0.6558,0.1929,1
USR_0669,0.0,0.361,1.0,-1.0,0.8972,4.1667,0.7832,0.0286,1
USR_0670,0.2453,0.5735,1.0,-0.3748,0.2814,5.1667,0.7651,0.1223,0
USR_0671,0.4059,0.584,0.8182,0.4057,0.1756,10.0,0.6956,0.0681,0
USR_0672,0.2151,0.5273,0.7143,-0.6997,0.1369,7.6667,0.7473,0.096,1
USR_0673,0.359,0.5713,1.0,-0.2014,0.3331,10.1667,0.7537,0.112,0
USR_0674,0.4674,0.5397,1.0,-0.9508,0.3569,5.5,0.722,0.1593,1
USR_0675,0.3296,0.7019,1.0,-0.2549,0.4881,8.3333,0.7258,0.0572,1
USR_0676,0.0854,0.6089,1.0,0.3327,0.1,2.3333,0.6792,0.1132,0
USR_0677,0.3121,0.4654,0.6667,0.2844,0.2243,4.0,0.8387,0.2084,0
USR_0678,0.0,0.3995,0.5714,0.503,0.1662,5.3333,0.7026,0.0378,0
USR_0679,0.3969,0.7119,1.0,-0.5333,0.6527,7.8333,0.7338,0.1193,1
USR_0680,0.8145,0.5761,0.6667,-0.194,0.3632,4.5,0.6195,0.0,0
USR_0681,0.2792,0.6523,0.6923,-1.0,0.8399,10.0,0.7253,0.1335,1
USR_0682,0.3885,0.5706,1.0,-0.0823,0.2948,2.6667,0.8789,0.2151,0
USR_0683,0.669,0.5821,1.0,-0.0408,0.3377,6.0,0.7021,0.1397,0
USR_0684,0.628,0.5197,0.8889,0.5133,0.1818,5.1667,0.7797,0.0269,0
USR_0685,0.359,0.6729,0.8235,0.2789,0.3135,10.3333,0.7154,0.0849,0
USR_0686,0.4914,0.7129,0.6923,-0.628,0.2572,8.8333,0.7964,0.0549,0
USR_0687,0.313,0.5912,1.0,-0.0701,0.5516,3.8333,0.7762,0.0842,0
USR_0688,0.0,0.3466,0.6429,0.4455,0.377,6.2857,0.6679,0.034,0
USR_0689,0.0711,0.5719,0.9,0.1792,0.2193,7.0,0.698,0.1047,0
USR_0690,0.6242,0.3775,0.5714,-0.043,0.1811,5.0,0.7743,0.2178,0
USR_0691,0.3935,0.0707,1.0,0.7175,0.0242,3.8333,0.9514,0.0198,0
USR_0692,0.4783,0.5419,0.75,-0.2219,0.1916,11.8333,0.7458,0.0947,0
USR_0693,0.5653,0.6666,0.7692,0.2477,0.064,8.5,0.7384,0.1862,0
USR_0694,0.5393,0.4902,1.0,-0.0385,0.2654,3.8333,0.8019,0.121,0
USR_0695,0.4721,0.3863,0.875,0.5808,0.17,4.4286,0.6461,0.0198,0
USR_0696,0.0,0.2154,1.0,-0.6038,0.9078,2.0,0.5,0.0382,1
USR_0697,0.1175,0.5509,1.0,0.0804,0.3468,4.0,0.702,0.0871,0
USR_0698,0.4113,0.6077,0.875,0.5102,0.1767,9.3333,0.7141,0.1177,0
USR_0699,0.2288,0.4125,1.0,-0.8969,0.418,5.5714,0.86,0.2054,1
USR_0700,0.2386,0.4033,1.0,0.4041,0.3266,3.5,0.814,0.091,0
USR_0701,0.1361,0.6917,0.9,-0.2252,0.1237,5.5,0.6637,0.265,0
USR_0702,0.4765,0.2707,0.8,-0.3911,0.2238,4.4286,0.6289,0.1727,0
USR_0703,0.1838,0.6388,0.7273,-1.0,0.1651,8.8333,0.5915,0.1767,1
USR_0704,0.0,0.3893,1.0,0.1576,0.0935,9.8333,0.8175,0.1216,0
USR_0705,0.2287,0.341,0.8,0.2563,0.2758,5.6667,0.7085,0.109,0
USR_0706,0.5702,0.137,1.0,0.2998,0.4089,2.6667,0.8009,0.0792,0
USR_0707,0.0,0.4496,0.8333,-0.7935,0.5191,4.3333,0.6874,0.0594,1
USR_0708,0.3607,0.1876,0.6667,-1.0,0.0277,6.0,0.5,0.1664,1
USR_0709,0.4073,0.512,1.0,-1.0,0.0962,5.3333,0.8551,0.0738,0
USR_0710,0.2092,0.7971,0.6429,0.3109,0.1918,8.5714,0.6769,0.1198,0
USR_0711,0.3306,0.6112,0.8462,-0.2089,0.3536,8.2857,0.7318,0.1794,0
USR_0712,0.3588,0.7665,0.7857,0.125,0.2686,8.6667,0.7766,0.1237,0
USR_0713,0.6098,0.4159,0.9231,-1.0,0.4397,7.5714,0.7078,0.4199,0
USR_0714,0.3269,0.6304,0.75,-0.3886,0.6231,5.0,0.8387,0.0033,1
USR_0715,0.1976,0.0,1.0,0.4308,0.2667,2.1667,0.6427,0.0564,0
USR_0716,0.3273,0.1647,0.8,-1.0,0.0916,1.8333,0.679,0.366,1
USR_0717,0.3351,0.294,1.0,-1.0,1.0,2.5,0.8757,0.0251,1
USR_0718,0.2569,0.3932,1.0,0.0409,0.6402,10.8333,0.7558,0.0278,0
USR_0719,0.1525,0.8094,0.8667,-0.9002,0.5434,9.5,0.7634,0.2158,1
USR_0720,0.7074,0.3913,1.0,-0.2326,0.3881,5.8333,0.5826,0.1805,0
USR_0721,0.1562,0.401,0.7273,-0.1433,0.5218,7.0,0.74,0.0806,0
USR_0722,0.0,0.6116,0.7333,-0.0463,0.3744,7.1667,0.7521,0.0599,0
USR_0723,0.4938,0.4472,0.8571,0.0655,0.0625,9.1429,0.8358,0.1646,0
USR_0724,0.2332,0.46,0.8824,0.1058,0.19,6.6667,0.7585,0.04,0
USR_0725,0.1624,0.2625,1.0,0.5814,0.0513,5.0,0.7189,0.0568,0
USR_0726,0.1637,0.637,0.5556,0.1021,0.5691,6.6667,0.6303,0.0761,0
USR_0727,0.0,0.7169,0.6667,-0.0923,0.2042,5.6667,0.5998,0.1529,0
USR_0728,0.2874,0.7892,0.9412,-0.4551,0.5602,8.8333,0.6805,0.0522,0
USR_0729,0.0,0.6098,0.8182,-0.9516,0.4768,7.0,0.6672,0.1244,1
USR_0730,0.3703,0.5085,0.5833,-1.0,0.2524,5.8333,0.7055,0.1332,1
USR_0731,0.6472,0.4568,1.0,-0.2715,0.0702,6.2857,0.6959,0.3253,0
USR_0732,0.2936,0.4919,1.0,-0.3253,0.6095,4.2857,0.8809,0.0507,1
USR_0733,0.2672,0.4973,0.7143,-1.0,0.318,5.6667,0.7609,0.1813,1
USR_0734,0.0,0.1961,0.6,0.0191,0.2346,3.0,0.6844,0.0433,0
USR_0735,0.1159,0.6512,1.0,0.3411,0.2004,7.8333,0.7933,0.1176,0
USR_0736,0.3061,0.2316,0.8571,0.2333,0.2763,6.1667,0.8082,0.0472,0
USR_0737,0.6,0.6642,0.6923,-0.5191,0.2373,8.8333,0.7413,0.1009,0
USR_0738,0.0,0.3707,0.7273,-1.0,1.0,5.6667,0.8538,0.0516,1
USR_0739,0.2332,0.6464,0.6667,0.153,0.3977,5.1429,0.6532,0.1197,0
USR_0740,0.55,0.4735,1.0,0.3164,0.3541,4.3333,0.7819,0.1166,0
USR_0741,0.0,0.6237,1.0,-1.0,0.8967,6.5,0.727,0.1517,1
USR_0742,0.2489,0.783,0.8889,-0.2123,0.0646,8.8333,0.7819,0.2446,0
USR_0743,0.4475,0.4638,0.8,-0.4674,0.2284,5.0,0.7122,0.2595,1
USR_0744,0.0,0.0612,0.8,0.2258,0.3373,3.3333,0.5,0.016,0
USR_0745,0.2484,0.4869,0.7,-0.0416,0.1558,5.8333,0.7745,0.1664,0
USR_0746,0.0,0.3475,0.5,-0.9187,0.8162,3.0,0.8086,0.0301,1
USR_0747,0.3278,0.765,1.0,-0.1601,0.2116,8.6667,0.8218,0.1143,0
USR_0748,0.5723,0.7913,0.625,0.3468,0.2392,10.8333,0.6948,0.1138,0
USR_0749,0.546,0.5506,0.6154,0.1272,0.3468,7.6667,0.7483,0.0515,0
USR_0750,0.4474,0.2463,1.0,0.4396,0.1127,6.1667,0.8715,0.1318,0
USR_0751,0.1557,0.596,0.6,0.436,0.2825,5.0,0.682,0.0084,0
USR_0752,0.4457,0.7986,0.8333,0.5767,0.0731,8.8333,0.7518,0.1809,0
USR_0753,0.2563,0.5477,0.5556,-0.538,0.5007,3.3333,0.7274,0.1774,1
USR_0754,0.5416,0.5702,0.8333,0.2282,0.2956,10.1667,0.6085,0.1453,0
USR_0755,0.3725,0.2215,0.7,0.543,0.1535,5.3333,0.6195,0.1132,0
USR_0756,0.0775,0.6777,1.0,0.3165,0.1275,5.6667,0.7207,0.0772,0
USR_0757,0.9443,0.2313,1.0,0.3358,0.2401,3.3333,0.8095,0.029,0
USR_0758,0.0,0.6694,1.0,-0.2817,0.7286,7.6667,0.7595,0.0206,0
USR_0759,0.4238,0.6989,0.75,-0.0566,0.5088,9.6667,0.703,0.0478,0
USR_0760,0.177,0.4988,1.0,-0.9954,0.3047,5.6667,0.7733,0.2266,1
USR_0761,0.2352,0.6093,0.8571,0.2363,0.1302,5.3333,0.785,0.2673,0
USR_0762,0.0,0.3916,1.0,0.0096,0.0893,6.1667,0.7298,0.1177,0
USR_0763,0.2885,0.5906,0.8462,0.4248,0.1086,9.3333,0.6714,0.1874,0
USR_0764,0.0,0.264,0.7778,0.5727,0.0898,4.3333,0.7482,0.1444,0
USR_0765,0.4411,0.396,1.0,0.1635,0.5096,4.7143,0.5685,0.0508,0
USR_0766,0.2903,0.4709,0.5556,-0.8522,1.0,5.5,0.4,0.0395,1
USR_0767,0.0,0.7385,1.0,0.0223,0.1866,5.3333,0.6586,0.2541,0
USR_0768,0.3532,0.8298,0.8235,0.2899,0.107,8.8333,0.6682,0.0944,0
USR_0769,0.6615,0.5887,1.0,-0.2116,0.1051,3.1667,0.7618,0.2888,0
USR_0770,0.0,0.6052,1.0,0.2108,0.3476,5.5,0.7561,0.0709,0
USR_0771,0.6453,0.4434,0.6,0.7005,0.061,5.1667,0.7859,0.0919,0
USR_0772,0.4154,0.6123,0.8824,0.3072,0.3735,7.5,0.7453,0.057,0
USR_0773,0.0,0.7113,0.9412,0.146,0.4208,7.3333,0.6546,0.018,0
USR_0774,0.5448,0.4361,0.75,-0.2784,0.3034,8.5,0.7686,0.1444,0
USR_0775,0.9541,0.3422,0.6667,0.0121,0.4118,1.8333,0.8956,0.0193,0
USR_0776,0.1325,0.5163,0.8571,0.3255,0.3794,6.5,0.7193,0.0511,0
USR_0777,0.1228,0.3533,0.8333,0.3441,0.2959,5.0,0.7627,0.1096,0
USR_0778,0.1307,0.5183,0.6667,0.0995,0.3088,7.1429,0.7338,0.1453,1
USR_0779,0.4703,0.3249,0.7143,0.5726,0.0867,4.0,0.763,0.1489,0
USR_0780,0.47,0.5452,1.0,-0.1013,0.0333,4.8333,0.8581,0.3114,0
USR_0781,0.5221,0.5189,0.625,-0.6551,0.8136,7.1667,0.7322,0.0733,1
USR_0782,0.5204,0.4399,1.0,0.2508,0.3192,9.2857,0.6891,0.0822,0
USR_0783,0.2518,0.654,0.5556,-0.1167,0.2676,6.5,0.8268,0.1324,0
USR_0784,0.33,0.6404,0.7778,0.4297,0.289,7.6667,0.7482,0.0917,0
USR_0785,0.0559,0.5977,0.5714,0.1974,0.3962,9.0,0.7563,0.048,0
USR_0786,0.5592,0.4985,0.5,0.425,0.1122,2.5,0.8242,0.2359,0
USR_0787,0.3713,0.5629,1.0,-0.038,0.2069,4.6667,0.8777,0.142,0
USR_0788,0.4207,0.6047,0.5714,0.7823,0.0637,3.5,0.5,0.1098,0
USR_0789,0.8123,0.5105,0.75,-0.3703,0.2755,5.6667,0.7791,0.3713,0
USR_0790,0.0,0.1357,1.0,0.2175,0.3402,2.0,0.7685,0.2,0
USR_0791,0.6558,0.3149,0.75,-1.0,0.1401,7.3333,0.6324,0.2967,1
USR_0792,0.4914,0.0942,1.0,0.437,0.2421,4.1429,0.8545,0.0297,0
USR_0793,0.2227,0.6553,0.8571,-0.1126,0.502,8.5,0.6496,0.0549,0
USR_0794,0.0,0.3003,0.8,-0.7903,1.0,6.5,0.831,0.0568,1
USR_0795,0.2494,0.7152,0.8889,0.2101,0.2239,5.3333,0.5954,0.1216,0
USR_0796,0.0,0.5045,1.0,0.1938,0.1858,5.5,0.7683,0.066,0
USR_0797,0.3507,0.6864,1.0,0.4506,0.2262,3.3333,0.7632,0.0147,0
USR_0798,0.3696,0.1419,1.0,-0.2636,0.0819,2.6667,0.9278,0.1254,0
USR_0799,0.1147,0.4277,0.7857,0.0274,0.1664,6.6667,0.677,0.0912,0
USR_0800,0.3632,0.3973,0.8889,0.2909,0.481,3.2,0.5,0.0648,0
USR_0801,0.2505,0.2959,1.0,0.1179,0.1165,9.1429,0.7604,0.0627,0
USR_0802,0.0,0.5858,0.6667,0.7674,0.0446,2.8333,0.5,0.1845,0
USR_0803,0.2453,0.6057,1.0,-0.2685,0.1393,3.6667,0.7724,0.162,0
USR_0804,0.0269,0.6381,1.0,0.2885,0.2359,5.1667,0.7212,0.1104,0
USR_0805,0.4904,0.5523,0.6667,-0.2108,0.3854,6.8571,0.7282,0.2006,0
USR_0806,0.1631,0.8118,0.6,0.4084,0.314,6.6667,0.845,0.0433,0
USR_0807,0.349,0.2612,0.8,0.6587,0.0572,4.3333,0.6747,0.0997,0
USR_0808,0.3438,0.6641,0.5789,0.3158,0.308,8.0,0.7474,0.058,0
USR_0809,0.3752,0.4743,0.8235,-1.0,0.2511,7.2857,0.7302,0.1389,1
USR_0810,0.4896,0.47,0.6667,-0.8296,0.1665,3.6667,0.7795,0.3533,1
USR_0811,0.5403,0.5878,1.0,-0.3757,0.0415,6.5,0.6275,0.1776,0
USR_0812,0.3247,0.7654,1.0,0.4013,0.1936,10.3333,0.6973,0.0988,0
USR_0813,0.5561,0.8648,0.8571,-0.5524,0.2911,6.1667,0.6358,0.2223,1
USR_0814,0.7348,0.7124,0.9286,0.7179,0.0465,10.6667,0.6979,0.1722,0
USR_0815,0.2893,0.6612,0.75,-0.0941,0.1057,3.5,0.7056,0.1435,0
USR_0816,0.1277,0.6065,0.8,0.4442,0.2826,5.0,0.7678,0.0439,0
USR_0817,0.3675,0.7765,0.8571,0.2628,0.3656,7.3333,0.7399,0.1135,0
USR_0818,0.2773,0.3459,0.5556,0.501,0.08,3.5,0.5,0.1138,0
USR_0819,0.4906,0.8083,0.8462,-1.0,0.2344,8.0,0.685,0.2332,1
USR_0820,0.3536,0.5054,0.75,-0.2118,0.8268,4.3333,0.9699,0.0753,1
USR_0821,0.3532,0.4564,0.8571,0.1432,0.2963,6.8333,0.725,0.1458,0
USR_0822,0.2579,0.4604,0.8333,0.7112,0.1291,2.3333,0.9083,0.0,0
USR_0823,0.2001,0.7205,0.7778,0.1468,0.1256,6.0,0.7356,0.2323,0
USR_0824,0.0486,0.3356,0.875,0.3319,0.403,9.5,0.7747,0.0272,0
USR_0825,0.3048,0.452,0.5714,0.781,0.0051,2.3333,0.8465,0.0505,0
USR_0826,0.0,0.5788,1.0,-0.0031,0.2644,4.0,0.6945,0.1589,0
USR_0827,0.3858,0.8296,0.875,-0.5557,0.7189,11.3333,0.7178,0.0333,1
USR_0828,0.5265,0.4481,0.5714,-0.5227,0.3091,6.8333,0.7091,0.0689,1
USR_0829,0.6866,0.5472,0.7,0.0736,0.1374,7.0,0.8598,0.209,0
USR_0830,0.1311,0.3692,0.75,0.4966,0.2391,3.5,0.5,0.1177,0
USR_0831,0.1692,0.6794,0.6667,0.5051,0.1833,5.8333,0.822,0.0883,0
USR_0832,0.0228,0.2517,0.6667,-0.1194,0.5867,8.0,0.771,0.0593,1
USR_0833,0.1221,0.4048,1.0,0.4729,0.1461,2.3333,0.9494,0.1276,0
USR_0834,0.4477,0.6852,0.875,0.0357,0.0567,4.8333,0.8881,0.1217,0
USR_0835,0.2161,0.5898,0.7273,0.6297,0.0988,8.6667,0.7834,0.0814,0
USR_0836,0.1887,0.5562,0.75,0.0268,0.5129,7.3333,0.7346,0.0252,0
USR_0837,0.2185,0.206,1.0,-1.0,0.7481,5.7143,0.7051,0.0368,1
USR_0838,0.6249,0.4257,1.0,0.1316,0.0436,4.6667,0.8368,0.2917,0
USR_0839,0.4268,0.7813,0.6923,-1.0,0.181,8.1667,0.7315,0.238,1
USR_0840,0.0,0.533,0.7778,-0.2384,0.4092,8.0,0.7277,0.0673,0
USR_0841,0.3457,0.6189,0.5556,0.1388,0.3133,6.1667,0.7369,0.1165,0
USR_0842,0.3417,0.7456,1.0,-1.0,1.0,4.0,0.9488,0.0953,1
USR_0843,0.0922,0.6744,0.8,0.1043,0.2998,9.1667,0.7659,0.1182,0
USR_0844,0.4647,0.4874,0.7143,0.3662,0.2164,8.6667,0.7069,0.1707,0
USR_0845,0.0,0.4595,1.0,0.1867,0.5591,2.2857,0.5,0.0519,0
USR_0846,0.7274,0.6083,1.0,-0.6954,0.0895,6.6667,0.6289,0.1905,0
USR_0847,0.6451,0.5417,0.7143,-0.6695,0.2487,8.5,0.7698,0.1165,1
USR_0848,0.2666,0.5552,0.875,-1.0,0.2401,2.5,0.7988,0.409,0
USR_0849,0.1114,0.6559,0.8571,0.3126,0.2236,4.6667,0.6197,0.1811,0
USR_0850,0.4231,0.3821,0.7,-0.1459,0.2391,8.5,0.6983,0.0825,0
USR_0851,0.0,0.4302,0.6667,0.0339,0.3649,6.5,0.7325,0.0678,0
USR_0852,0.4119,0.1792,0.8333,0.3672,0.2135,3.3333,0.7147,0.0621,0
USR_0853,0.0,0.3248,1.0,0.4009,0.0181,3.1667,0.857,0.1366,0
USR_0854,0.1024,0.4829,0.8,0.7547,0.0838,5.8571,0.8314,0.0866,0
USR_0855,0.3878,0.2016,0.7143,-0.9059,0.1767,4.8333,0.7967,0.1859,1
USR_0856,0.6015,0.2151,1.0,-1.0,0.0562,4.8333,0.7014,0.2568,0
USR_0857,0.5136,0.4578,1.0,0.8019,0.0344,6.8571,0.5993,0.0025,0
USR_0858,0.2482,0.5571,0.7,0.2986,0.4162,7.5,0.8223,0.1007,0
USR_0859,0.3474,0.7719,0.625,0.5613,0.0425,6.3333,0.7724,0.1729,0
USR_0860,0.5412,0.5511,0.8125,-1.0,0.3138,7.5,0.7155,0.2069,0
USR_0861,0.0,0.6118,0.7273,0.3264,0.5522,3.3333,0.5,0.058,0
USR_0862,0.4838,0.728,0.7778,-0.2737,0.1855,8.6667,0.7125,0.1944,0
USR_0863,0.4258,0.4863,0.6667,0.6099,0.1177,6.8333,0.7122,0.0976,0
USR_0864,0.1684,0.2904,1.0,0.5537,0.0271,2.3333,0.7762,0.119,0
USR_0865,0.3575,0.5,0.8,0.3293,0.1172,3.8333,0.5,0.1615,0
USR_0866,0.4958,0.5099,1.0,-0.883,0.3378,3.8333,0.61,0.2237,1
USR_0867,0.3284,0.5529,1.0,-0.2849,0.1265,5.3333,0.7096,0.2811,0
USR_0868,0.1608,0.4555,0.8333,0.5419,0.0211,5.3333,0.7493,0.1658,0
USR_0869,0.3511,0.3494,1.0,-0.1841,0.5548,4.6667,0.6123,0.0404,0
USR_0870,0.4745,0.5392,0.7778,-0.0592,0.1286,4.3333,0.6666,0.0074,0
USR_0871,0.2503,0.4767,1.0,0.0007,0.4694,10.0,0.8332,0.0548,0
USR_0872,0.553,0.4509,1.0,0.5053,0.215,2.1667,0.6391,0.1064,0
USR_0873,0.7072,0.0901,0.6667,0.5462,0.2168,4.1667,0.798,0.0456,0
USR_0874,0.587,0.5986,0.9444,-0.0157,0.649,8.3333,0.6105,0.0598,1
USR_0875,0.5797,0.6594,0.8667,-1.0,0.2186,7.8333,0.7773,0.2974,0
USR_0876,0.2218,0.5943,1.0,0.3239,0.1594,4.4286,0.7561,0.0588,0
USR_0877,0.3758,0.484,0.6667,0.2738,0.2472,6.2857,0.7237,0.0287,0
USR_0878,0.2211,0.2506,0.8333,0.2277,0.2312,4.8333,0.6698,0.1742,0
USR_0879,0.22,0.6139,0.75,-1.0,0.7502,3.1667,0.7932,0.1524,1
USR_0880,0.3387,0.7076,0.8,-0.0552,0.328,8.1667,0.9069,0.0944,0
USR_0881,0.377,0.4731,0.6923,0.5694,0.0957,9.7143,0.7613,0.0863,0
USR_0882,0.2183,0.3437,0.875,-0.2319,0.1101,4.5714,0.6161,0.2193,0
USR_0883,0.4092,0.6047,0.9,-0.9687,0.2095,5.8333,0.7158,0.327,1
USR_0884,0.6641,0.6088,0.7143,-0.3491,0.1672,7.3333,0.7694,0.079,0
USR_0885,0.2593,0.1615,0.6,0.6618,0.038,2.5714,0.851,0.0329,0
USR_0886,0.0,0.4907,1.0,-0.0844,0.2219,6.0,0.8757,0.0623,0
USR_0887,0.0,0.3863,0.6667,0.3755,0.0788,5.5,0.7146,0.0928,0
USR_0888,0.0,0.4132,0.8333,-0.1239,0.0605,2.5,0.5285,0.1995,0
USR_0889,0.0,0.1985,1.0,-0.0491,0.4622,4.1429,0.7076,0.0749,0
USR_0890,0.5751,0.6496,1.0,-1.0,0.0329,6.3333,0.8302,0.2881,1
USR_0891,0.0,0.242,0.875,0.2916,0.316,4.6667,0.7105,0.0,0
USR_0892,0.068,0.5215,1.0,-1.0,0.4638,3.8333,0.7778,0.1402,1
