user_id,income_regularity,spending_consistency,bill_payment_ratio,savings_rate,emi_burden_ratio,upi_activity_volume,rent_payment_regularity,cash_withdrawal_ratio,TARGET,age,monthly_income,cibil_score,employment_type,loan_type,existing_emi,account_age_months
USR_0423,0.2269,0.4902,0.7273,-0.1765,0.3868,5.7143,0.6953,0.0444,0,18,44540,,self_employed,xpress_power,14867.42,51
USR_1675,0.0984,0.7539,0.7778,-0.4559,0.6784,5.3333,0.7666,0.1583,1,19,42615,,retired,xpress_power,20000.89,14
USR_1450,0.6473,0.4124,1.0,-0.1733,0.2708,6.8571,0.8014,0.1215,0,70,27935,633.0,gig_worker,xpress_power,11803.85,1
USR_0765,0.4411,0.396,1.0,0.1635,0.5096,4.7143,0.5685,0.0508,0,65,103109,746.0,self_employed,xpress_credit,70632.51,98
USR_0520,0.0843,0.5251,0.6364,0.3864,0.1509,5.5714,0.6825,0.1185,0,46,102954,,salaried,two_wheeler,16398.18,20
USR_1432,0.5525,0.5953,1.0,0.2802,0.1761,7.1667,0.7709,0.1486,0,50,52317,570.0,salaried,xpress_credit,17068.26,2
USR_0614,0.0596,0.3403,0.7,-1.0,0.0538,6.6667,0.7678,0.2497,0,48,7603,621.0,student,xpress_credit,849.46,84
USR_1531,0.1638,0.6999,0.5714,-0.6355,0.0816,3.6667,0.7198,0.008,0,66,13515,793.0,self_employed,two_wheeler,8340.14,94
USR_1783,0.0,0.6167,0.8182,-0.3551,0.1478,5.0,0.76,0.0487,0,60,107686,,self_employed,xpress_credit,10341.04,40
USR_1659,0.4326,0.2481,0.6,0.3451,0.3175,3.0,0.7595,0.0317,0,26,89865,747.0,self_employed,xpress_power,37732.37,117
USR_0454,0.1842,0.1024,1.0,0.0068,0.6176,3.0,0.7319,0.0,0,26,126072,,salaried,two_wheeler,83885.4,26
USR_0731,0.6472,0.4568,1.0,-0.2715,0.0702,6.2857,0.6959,0.3253,0,23,14496,703.0,student,xpress_power,2647.58,71
USR_0535,0.0,0.7056,0.5,-0.4146,0.7284,4.6667,0.6661,0.1046,0,69,102446,562.0,self_employed,xpress_credit,46639.63,42
USR_0966,0.2896,0.5731,1.0,-0.1663,0.3426,6.0,0.7118,0.1616,0,28,18255,,gig_worker,two_wheeler,12761.42,44
USR_1285,0.0,0.4295,1.0,0.3366,0.1853,5.3333,0.7812,0.0977,0,30,37072,809.0,gig_worker,two_wheeler,17481.03,119
USR_1740,0.3914,0.7024,0.6667,0.4287,0.3032,3.1667,0.7094,0.0346,0,70,76846,,self_employed,xpress_credit,39313.97,84
USR_0262,0.6726,0.5702,1.0,-0.7564,0.2936,8.0,0.7151,0.0834,0,70,11737,,student,xpress_credit,4218.42,105
USR_0536,0.3564,0.3658,1.0,0.3542,0.1478,2.5,0.7585,0.0157,0,67,56235,822.0,salaried,xpress_credit,13556.4,72
USR_0969,0.05,0.6323,0.75,0.0974,0.5119,7.2857,0.7357,0.0663,0,36,158805,774.0,self_employed,xpress_credit,65656.15,115
USR_0241,0.4273,0.7618,0.8333,0.4028,0.0321,9.0,0.7063,0.1295,0,61,52828,655.0,self_employed,xpress_power,5961.1,55
USR_0820,0.3536,0.5054,0.75,-0.2118,0.8268,4.3333,0.9699,0.0753,1,45,120185,696.0,salaried,xpress_power,63499.54,93
USR_0693,0.5653,0.6666,0.7692,0.2477,0.064,8.5,0.7384,0.1862,0,31,14831,634.0,student,two_wheeler,4700.85,22
USR_0421,0.4727,0.3788,0.6667,-0.6739,0.1466,6.5,0.7809,0.1315,1,66,5765,730.0,student,xpress_credit,1631.93,68
USR_1086,0.2279,0.3719,0.7143,0.5037,0.1575,3.5,0.8096,0.2038,0,53,82381,,salaried,two_wheeler,18457.74,105
USR_1999,0.4859,0.7815,0.8,0.0286,0.2019,7.0,0.6912,0.2113,0,51,27939,,salaried,xpress_power,9852.99,31
USR_0366,0.3132,0.867,1.0,-0.5559,0.1186,8.3333,0.7993,0.1475,0,36,24595,795.0,farmer,two_wheeler,3318.46,11
USR_1023,0.6881,0.3538,1.0,-0.2463,0.6808,6.8333,0.6544,0.1018,0,25,60411,,self_employed,two_wheeler,36456.1,62
USR_1241,0.0,0.4496,0.7273,-1.0,0.5046,6.4286,0.7147,0.1474,1,47,28854,,retired,xpress_power,11100.22,45
USR_0589,0.5063,0.5774,1.0,-0.8389,0.134,5.5,0.6004,0.0745,0,36,11092,834.0,gig_worker,two_wheeler,1630.66,70
USR_0737,0.6,0.6642,0.6923,-0.5191,0.2373,8.8333,0.7413,0.1009,0,23,16996,672.0,salaried,xpress_power,7634.37,117
USR_1762,0.4444,0.0699,1.0,0.496,0.1072,3.6667,0.5,0.2739,0,18,40727,718.0,salaried,two_wheeler,7772.6,77
USR_0942,0.139,0.5168,1.0,0.6208,0.0853,6.6667,0.8749,0.0913,0,34,86820,692.0,salaried,xpress_credit,13611.27,79
USR_0072,0.497,0.6612,1.0,-0.5904,0.274,4.1667,0.9843,0.41,0,32,8330,,farmer,xpress_credit,5295.82,57
USR_1408,0.0,0.6727,0.6667,0.3224,0.2917,7.5,0.8526,0.0438,0,37,72865,,salaried,xpress_power,22374.5,106
USR_0260,0.9172,0.5489,0.8889,0.0362,0.2281,9.0,0.661,0.1864,0,56,75428,,salaried,two_wheeler,13520.97,101
USR_0052,0.7186,0.4069,1.0,-0.2801,0.5322,9.1429,0.8082,0.048,0,53,69101,,self_employed,xpress_credit,46086.55,100
USR_0199,0.4796,0.7764,1.0,-0.6812,0.0506,6.1667,0.7202,0.1421,0,36,12920,,retired,two_wheeler,1330.66,115
USR_1789,0.0179,0.0,0.8,-0.0187,0.2108,5.1667,0.7771,0.0742,0,26,122437,,salaried,xpress_power,7500.72,22
USR_0651,0.0,0.4214,0.75,0.7291,0.0975,2.1667,0.5,0.1323,0,49,196504,798.0,self_employed,xpress_credit,22396.69,67
USR_0333,0.0,0.5629,1.0,-0.4058,0.8641,6.6667,0.7418,0.0273,1,33,50292,816.0,salaried,two_wheeler,35055.25,50
USR_1360,0.4082,0.7016,1.0,0.1206,0.3594,7.3333,0.816,0.0615,0,44,76687,623.0,salaried,two_wheeler,50970.73,71
USR_0594,0.4265,0.6036,1.0,0.0893,0.2867,9.6667,0.7907,0.1018,0,21,75380,644.0,salaried,xpress_power,52198.66,19
USR_1392,0.4305,0.6245,0.5714,-0.0859,0.1362,3.6667,0.5,0.1951,0,70,13952,,retired,xpress_power,1698.74,29
USR_1801,0.3977,0.6343,1.0,-0.1292,0.1263,5.5,0.7855,0.1363,0,54,13783,734.0,gig_worker,xpress_credit,3145.46,8
USR_1315,0.3117,0.8701,0.7,-0.6748,0.3059,7.0,0.756,0.1252,1,61,13559,,student,xpress_power,8008.76,95
USR_1112,0.4557,0.5144,0.6667,-0.742,0.183,4.2857,0.6927,0.2329,0,38,25625,591.0,gig_worker,xpress_power,5265.61,106
USR_1007,0.1717,0.6939,0.875,-0.0405,0.6785,6.1667,0.5883,0.0615,0,31,134713,836.0,self_employed,two_wheeler,78371.67,73
USR_1327,0.0,0.6192,0.7143,0.3495,0.2683,5.3333,0.9194,0.0488,0,21,55667,626.0,retired,two_wheeler,26077.26,28
USR_0427,0.5248,0.5398,1.0,-0.9466,0.2001,4.8333,0.7605,0.2737,1,51,20775,730.0,self_employed,xpress_power,4853.19,23
USR_1559,0.1043,0.3278,0.6667,0.4368,0.0913,4.8333,0.6884,0.0465,0,44,119997,739.0,salaried,xpress_credit,11538.24,117
USR_1294,0.177,0.5371,0.5,0.2286,0.1647,4.8333,0.8061,0.064,0,68,180815,,self_employed,xpress_power,65540.06,47
USR_0591,0.4754,0.4664,0.9,0.4834,0.2307,7.4286,0.7747,0.0624,0,51,79140,,salaried,xpress_credit,50032.19,36
USR_1958,0.6526,0.6983,0.9,0.2038,0.3749,6.3333,0.8136,0.1251,0,26,104893,793.0,salaried,xpress_credit,71128.68,81
USR_1977,0.0,0.3918,1.0,0.2128,0.2191,4.1429,0.6797,0.0381,0,35,45545,,retired,two_wheeler,21790.3,35
USR_1133,0.1762,0.6013,1.0,-0.7,0.6766,6.6667,0.7338,0.0433,1,67,133906,817.0,salaried,xpress_power,69043.47,77
USR_0986,0.73,0.757,0.7143,-0.037,0.6531,6.1667,0.6974,0.0607,0,69,122009,,salaried,xpress_power,51485.9,1
USR_0399,0.1885,0.3075,0.6429,0.3228,0.2209,6.7143,0.7339,0.0827,0,55,69131,,salaried,xpress_power,21324.9,65
USR_1512,0.2738,0.514,0.75,0.29,0.3318,3.3333,0.6271,0.0992,0,36,133294,,salaried,two_wheeler,80405.88,112
USR_0437,0.4775,0.5481,0.6,-1.0,0.4183,3.3333,0.7607,0.0823,1,46,31644,794.0,self_employed,two_wheeler,19199.97,63
USR_0193,0.3363,0.258,1.0,0.2107,0.406,6.5714,0.6861,0.0325,0,55,85897,,self_employed,xpress_credit,41724.51,104
USR_1436,0.4111,0.515,0.8,-1.0,0.4768,9.5,0.7758,0.1816,1,68,11560,665.0,farmer,two_wheeler,5955.29,11
USR_0615,0.0,0.5532,1.0,-0.663,0.7456,3.5,0.7698,0.065,1,61,83290,603.0,self_employed,xpress_credit,51460.9,99
USR_1494,0.0,0.7682,0.6,-1.0,0.6074,5.5,0.72,0.1241,1,32,76710,630.0,salaried,two_wheeler,24615.23,115
USR_0577,0.4097,0.1742,1.0,0.1533,0.5393,3.3333,0.7699,0.0539,0,21,58856,840.0,salaried,xpress_power,39162.29,84
USR_0987,0.4652,0.6626,0.7059,0.2979,0.1024,9.6667,0.7681,0.0855,0,36,29859,678.0,retired,xpress_credit,4022.21,97
USR_1433,0.3474,0.3293,1.0,0.5875,0.0861,6.0,0.7701,0.009,0,64,123957,681.0,salaried,xpress_power,31418.94,20
USR_0707,0.0,0.4496,0.8333,-0.7935,0.5191,4.3333,0.6874,0.0594,1,31,187112,,self_employed,xpress_credit,96672.58,119
USR_1259,0.1693,0.7439,0.8333,0.5556,0.0741,6.5,0.747,0.2105,0,39,46127,719.0,salaried,xpress_credit,3757.38,108
USR_0142,0.2735,0.1779,0.6667,0.0538,0.3972,2.6667,0.8135,0.1125,0,63,111371,,self_employed,xpress_power,49231.42,26
USR_1358,0.1989,0.7836,1.0,-0.4522,0.7407,4.8333,0.6682,0.074,0,58,48719,,salaried,xpress_credit,32644.09,89
USR_0003,0.5554,0.5047,1.0,0.6112,0.0368,2.5,0.8461,0.2766,0,61,79925,571.0,salaried,xpress_power,4363.35,89
USR_1222,0.0,0.856,0.7857,0.1261,0.2202,6.5,0.6667,0.0935,0,67,70063,,salaried,two_wheeler,13346.18,101
USR_1870,0.3527,0.5683,0.7,0.3658,0.3694,6.4286,0.7182,0.1125,0,46,101706,,salaried,xpress_credit,46440.15,82
USR_1623,0.365,0.6927,0.8333,0.4016,0.1725,8.0,0.7944,0.1278,0,67,144354,671.0,salaried,two_wheeler,28096.87,75
USR_0340,0.0,0.529,0.875,0.291,0.326,6.0,0.667,0.1459,0,25,127082,658.0,salaried,xpress_power,46172.28,40
USR_1770,0.5595,0.418,0.6875,0.5344,0.1536,7.7143,0.8177,0.0445,0,35,109242,,salaried,xpress_credit,36705.76,91
USR_1537,0.0,0.422,0.6,-0.4095,0.9396,3.5,0.6542,0.0925,1,33,96662,,salaried,xpress_credit,67507.19,47
USR_0484,0.1995,0.9093,0.7692,-0.1283,0.4596,6.0,0.6612,0.1165,0,43,52056,667.0,self_employed,two_wheeler,29386.28,78
USR_0266,0.0201,0.4317,0.8,0.3264,0.1373,6.7143,0.7166,0.1212,0,41,71492,749.0,salaried,xpress_power,7514.87,43
USR_0377,0.0643,0.6002,1.0,0.118,0.4968,6.5714,0.6654,0.0438,0,54,135356,676.0,salaried,xpress_power,84580.69,35
USR_0742,0.2489,0.783,0.8889,-0.2123,0.0646,8.8333,0.7819,0.2446,0,29,20358,671.0,self_employed,xpress_power,2359.43,67
USR_1014,0.395,0.4967,0.8333,-0.1142,0.1777,5.8571,0.6744,0.1406,0,48,17612,,self_employed,two_wheeler,5300.59,19
USR_0440,0.1315,0.5159,0.6667,0.0136,0.1939,10.0,0.7359,0.0374,0,31,124369,,salaried,xpress_power,25213.66,59
USR_0272,0.1773,0.7615,0.8,-0.4732,0.522,3.3333,0.5,0.2935,0,27,27153,,retired,two_wheeler,11637.09,95
USR_0185,0.0,0.5637,1.0,-0.4609,0.6563,4.8333,0.5,0.1333,1,33,31563,557.0,self_employed,xpress_power,17394.34,46
USR_0940,0.6839,0.6693,0.6923,-0.0699,0.4066,8.1667,0.6934,0.0816,0,28,41336,,salaried,two_wheeler,15990.16,55
USR_0245,0.3791,0.5815,1.0,0.3451,0.0412,4.8333,0.6473,0.1108,0,55,35132,,gig_worker,xpress_power,6948.49,109
USR_0932,0.6594,0.6315,0.6667,-0.2846,0.2657,7.6667,0.7833,0.13,0,28,22709,,farmer,xpress_power,6779.46,54
USR_0446,0.1992,0.5912,0.6667,-0.046,0.1562,6.3333,0.6726,0.1673,0,22,27488,,gig_worker,two_wheeler,7314.46,66
USR_0597,0.4231,0.417,0.6316,-0.9312,0.403,7.1667,0.8144,0.0848,1,18,13243,,student,xpress_power,7706.73,95
USR_0818,0.2773,0.3459,0.5556,0.501,0.08,3.5,0.5,0.1138,0,33,111058,738.0,salaried,xpress_credit,10987.1,58
USR_1273,0.522,0.6417,0.9231,-0.0145,0.17,5.5,0.5912,0.155,0,70,20567,,retired,xpress_credit,7548.44,22
USR_1677,0.3421,0.656,0.875,-0.0388,0.4626,8.5,0.8442,0.0568,1,48,126751,695.0,self_employed,xpress_credit,66580.9,52
USR_0487,0.7285,0.5459,0.7778,-1.0,0.4021,2.5,0.816,0.1779,1,45,7177,,student,xpress_credit,4108.69,79
USR_0681,0.2792,0.6523,0.6923,-1.0,0.8399,10.0,0.7253,0.1335,1,68,35039,740.0,salaried,xpress_power,22846.6,7
USR_0416,0.3897,0.5877,1.0,-0.8072,0.277,9.5,0.9174,0.1044,1,49,9976,633.0,student,two_wheeler,4163.04,86
USR_0274,0.2693,0.7659,0.6667,0.2395,0.186,8.5,0.7245,0.1301,0,31,70419,762.0,salaried,two_wheeler,34462.25,51
USR_1472,0.4017,0.5829,0.8889,0.2459,0.2309,7.6667,0.7158,0.0719,0,32,74541,,self_employed,xpress_power,40027.86,81
USR_1830,0.7124,0.5722,1.0,-0.3198,0.0295,6.7143,0.7007,0.2227,0,32,15656,,self_employed,two_wheeler,866.25,87
USR_1455,0.3547,0.4992,1.0,-0.6755,0.1362,4.3333,0.809,0.2062,0,38,10836,721.0,student,xpress_power,3345.12,65
USR_0251,0.0703,0.6892,0.6,-0.3641,0.241,6.5,0.6973,0.1432,1,33,10530,,gig_worker,xpress_power,5087.04,98
USR_0414,0.1564,0.3308,0.875,-0.7724,0.2943,8.0,0.7564,0.2343,0,28,12061,,student,two_wheeler,6816.72,59
USR_1386,0.4573,0.5732,0.7857,-0.34,0.2442,7.8571,0.6731,0.2551,0,49,11759,653.0,gig_worker,xpress_power,7265.44,8
USR_1308,0.4762,0.6903,0.6667,0.522,0.216,3.8333,0.8126,0.0781,0,58,71947,649.0,salaried,two_wheeler,37850.99,19
USR_0716,0.3273,0.1647,0.8,-1.0,0.0916,1.8333,0.679,0.366,1,40,5728,581.0,student,two_wheeler,2879.84,43
USR_0311,0.3522,0.7237,1.0,-0.9843,0.1542,10.0,0.7855,0.2783,1,27,8475,604.0,gig_worker,xpress_credit,3964.08,15
USR_0927,0.4186,0.6995,0.7857,-1.0,0.5787,7.5,0.7641,0.1761,1,19,11845,770.0,gig_worker,xpress_power,7836.32,2
USR_0382,0.0,0.7745,0.6364,-0.1351,0.6036,10.0,0.6476,0.0472,0,44,116084,818.0,salaried,xpress_power,51340.53,53
USR_1566,0.2487,0.691,1.0,-0.4498,0.3118,5.5,0.6696,0.1725,0,33,35097,,gig_worker,xpress_credit,6884.94,56
USR_0426,0.4879,0.2275,0.5,-0.1666,0.0225,3.1667,0.6364,0.0774,0,56,10468,589.0,gig_worker,xpress_credit,847.56,36
USR_1875,0.4022,0.5823,0.8,-0.0406,0.6626,5.1667,0.7862,0.0767,0,53,91443,,self_employed,xpress_power,38755.66,102
USR_0533,0.5386,0.5993,0.6154,-1.0,0.2368,7.8333,0.6425,0.2825,1,33,9855,,student,two_wheeler,2870.37,6
USR_0753,0.2563,0.5477,0.5556,-0.538,0.5007,3.3333,0.7274,0.1774,1,68,38548,,salaried,two_wheeler,24097.32,53
USR_0766,0.2903,0.4709,0.5556,-0.8522,1.0,5.5,0.4,0.0395,1,30,111870,,salaried,xpress_credit,73813.81,68
USR_1357,0.2305,0.7644,0.8,-0.6665,0.0979,4.0,0.7797,0.2131,0,34,14231,552.0,retired,two_wheeler,4682.85,31
USR_0409,0.0294,0.4828,1.0,-0.5706,0.0927,3.8571,0.8037,0.2418,0,48,19033,797.0,gig_worker,xpress_credit,2612.82,50
USR_1615,0.381,0.5172,0.8,0.5849,0.1079,6.0,0.653,0.1195,0,71,128583,,salaried,xpress_credit,24477.04,19
USR_0695,0.4721,0.3863,0.875,0.5808,0.17,4.4286,0.6461,0.0198,0,19,122357,565.0,salaried,xpress_credit,36054.9,37
USR_1739,0.0,0.5723,0.6667,-0.8587,0.976,3.5,0.5,0.0665,1,29,160716,729.0,self_employed,xpress_credit,67521.81,63
USR_0549,0.0,0.5579,0.8,0.2883,0.0623,4.6667,0.7257,0.2613,0,50,58003,686.0,retired,xpress_credit,11948.22,56
USR_0937,0.4738,0.5969,0.6842,0.4055,0.2692,9.1667,0.5546,0.116,0,42,142152,588.0,salaried,xpress_credit,46054.73,78
USR_1390,0.0,0.2537,1.0,0.6906,0.0528,2.6667,0.5,0.189,0,56,46355,700.0,retired,xpress_power,2997.79,42
USR_1608,0.0,0.7468,0.6,-0.3746,0.7076,7.0,0.7537,0.0831,0,22,66943,,salaried,two_wheeler,36569.38,36
USR_1940,0.0,0.5365,0.6667,0.6199,0.1058,5.7143,0.7358,0.079,0,67,149942,643.0,salaried,two_wheeler,32199.28,7
USR_1482,0.6251,0.4194,0.6923,-0.2262,0.3443,9.0,0.6912,0.1367,0,49,22186,,retired,two_wheeler,14569.41,110
USR_0183,0.0,0.5073,1.0,-0.9489,1.0,4.3333,0.7721,0.0539,1,33,63901,,salaried,xpress_credit,40332.04,15
USR_1941,0.0,0.5864,1.0,-1.0,1.0,4.6667,0.7867,0.1015,1,29,98197,599.0,salaried,xpress_power,66750.25,54
USR_1161,0.3798,0.6256,0.5385,0.3967,0.2464,7.3333,0.6809,0.0582,0,18,127845,840.0,self_employed,xpress_power,42915.02,35
USR_0171,0.2803,0.638,1.0,0.2429,0.135,2.8333,0.6502,0.0,0,57,86719,717.0,salaried,xpress_power,18162.05,59
USR_0293,0.0053,0.3567,1.0,0.1271,0.3165,2.6667,0.6721,0.0662,0,30,108808,,salaried,xpress_credit,60788.66,19
USR_0562,0.3907,0.3759,1.0,-0.0365,0.1887,5.8571,0.6528,0.101,0,59,35884,,salaried,two_wheeler,9976.92,8
USR_1457,0.6816,0.3057,0.8889,0.0799,0.2827,5.4286,0.7337,0.1337,0,33,32895,,gig_worker,xpress_credit,22846.77,52
USR_1877,0.6615,0.3511,1.0,0.6008,0.1488,3.8333,0.9062,0.0652,0,47,92015,807.0,salaried,xpress_power,20918.21,96
USR_1652,0.4045,0.4146,0.7,-0.2541,0.0199,4.3333,0.6692,0.0335,0,66,10069,,gig_worker,xpress_power,649.41,20
USR_0850,0.4231,0.3821,0.7,-0.1459,0.2391,8.5,0.6983,0.0825,0,29,32310,655.0,gig_worker,xpress_credit,11050.94,43
USR_0273,0.2789,0.5628,0.7778,0.14,0.0713,5.8571,0.7303,0.1278,0,33,28953,732.0,farmer,two_wheeler,3235.72,104
USR_1550,0.0,0.5836,1.0,-0.3613,0.5411,4.4,0.687,0.0,1,51,80453,686.0,self_employed,xpress_power,26228.5,37
USR_1035,0.2313,0.704,1.0,-0.1944,0.2453,7.6667,0.7509,0.2208,0,25,29510,,retired,xpress_credit,10504.35,16
USR_1744,0.4737,0.3615,0.75,0.5583,0.061,7.0,0.6807,0.1557,0,49,83340,676.0,salaried,two_wheeler,8751.34,66
USR_0372,0.4696,0.5481,0.6,0.5537,0.1155,4.8333,0.7881,0.1713,0,66,58933,,retired,xpress_power,20120.16,13
USR_1670,0.7394,0.3744,1.0,-0.7924,0.4037,4.3333,0.8155,0.1829,0,54,30797,671.0,salaried,xpress_credit,16814.84,71
USR_0722,0.0,0.6116,0.7333,-0.0463,0.3744,7.1667,0.7521,0.0599,0,54,101442,669.0,salaried,two_wheeler,40940.22,88
USR_0734,0.0,0.1961,0.6,0.0191,0.2346,3.0,0.6844,0.0433,0,61,134779,628.0,salaried,xpress_power,35969.76,81
USR_0778,0.1307,0.5183,0.6667,0.0995,0.3088,7.1429,0.7338,0.1453,1,21,27126,756.0,salaried,xpress_credit,15862.12,16
USR_0519,0.1957,0.3544,0.7778,0.0731,0.5494,3.8333,0.7582,0.1041,0,63,70571,822.0,salaried,xpress_power,42635.88,94
USR_0335,0.495,0.7062,0.875,0.5362,0.1794,6.6667,0.6806,0.038,0,26,61403,557.0,salaried,xpress_power,23722.44,47
USR_0846,0.7274,0.6083,1.0,-0.6954,0.0895,6.6667,0.6289,0.1905,0,35,11044,596.0,self_employed,xpress_power,2462.44,54
USR_1252,0.1833,0.7953,0.7857,0.3316,0.3053,7.8333,0.6693,0.0929,0,32,50761,764.0,self_employed,xpress_credit,25159.28,40
USR_1053,0.6915,0.5151,0.8,0.5044,0.1222,6.5,0.732,0.0882,0,58,28774,616.0,gig_worker,xpress_credit,9070.32,79
USR_1924,0.6796,0.48,0.8571,-1.0,0.2343,7.3333,0.7058,0.1272,1,39,15615,,self_employed,xpress_power,7973.07,65
USR_0016,0.0168,0.4324,0.6,0.3679,0.1232,7.0,0.8328,0.0797,0,68,65015,771.0,salaried,xpress_power,9138.86,103
USR_0708,0.3607,0.1876,0.6667,-1.0,0.0277,6.0,0.5,0.1664,1,36,4916,747.0,student,xpress_power,494.58,51
USR_0901,0.5098,0.793,0.7778,-1.0,0.4063,6.0,0.6626,0.2362,1,37,17316,,gig_worker,xpress_power,6072.66,14
USR_1980,0.3641,0.6347,0.6923,-0.1307,0.1938,7.3333,0.5985,0.1938,0,58,12383,557.0,student,xpress_credit,8540.73,104
USR_1573,0.2123,0.4507,0.6875,-0.0946,0.4783,8.7143,0.7759,0.0366,0,31,121759,,salaried,xpress_power,72422.68,86
USR_0904,0.0,0.4382,0.5,-0.2154,0.4987,3.1667,0.5,0.1571,1,25,20993,816.0,salaried,two_wheeler,11997.04,112
USR_0466,0.0,0.7769,0.6667,0.412,0.3457,3.5,0.5,0.1629,0,50,102708,807.0,self_employed,two_wheeler,47210.83,107
USR_1978,0.2946,0.4675,1.0,-0.2167,0.1648,2.8333,0.7831,0.244,0,55,19304,,gig_worker,xpress_power,6728.54,45
USR_0200,0.0,0.3339,1.0,0.0701,0.4409,5.1667,0.7035,0.0905,0,52,65230,762.0,self_employed,two_wheeler,34093.1,61
USR_1207,0.1653,0.413,0.7857,0.1531,0.5385,6.8333,0.5,0.0486,0,39,144466,687.0,salaried,xpress_credit,89423.2,106
USR_1056,0.4298,0.5986,0.5882,-0.1561,0.575,9.1667,0.7535,0.0503,0,67,83049,,salaried,xpress_power,45392.6,86
USR_1132,0.382,0.7492,0.8333,-0.0613,0.2089,8.6667,0.7426,0.1906,0,51,25588,750.0,self_employed,xpress_power,12679.78,96
USR_1380,0.3349,0.699,1.0,-0.4374,0.1036,6.6667,0.7771,0.1807,0,57,15074,834.0,farmer,xpress_credit,2103.51,101
USR_0999,0.7208,0.3666,0.875,0.5581,0.1278,4.1667,0.7793,0.0559,0,38,86693,,self_employed,two_wheeler,14151.5,108
USR_0728,0.2874,0.7892,0.9412,-0.4551,0.5602,8.8333,0.6805,0.0522,0,59,37454,598.0,retired,two_wheeler,22528.83,99
USR_1772,0.6865,0.4132,0.875,-0.7997,0.4755,3.3333,0.7879,0.1713,1,69,23720,653.0,gig_worker,xpress_power,12315.53,82
USR_1910,0.1103,0.0975,0.8,0.0837,0.4215,2.5,0.681,0.091,0,44,60037,,salaried,two_wheeler,40400.49,31
USR_1822,0.3779,0.7421,1.0,0.4003,0.0644,6.3333,0.7849,0.1226,0,39,98481,656.0,salaried,two_wheeler,9919.08,14
USR_0568,0.1255,0.659,0.9,-0.4284,0.7223,8.8333,0.8158,0.0834,1,52,33019,,salaried,two_wheeler,19135.7,61
USR_0044,0.2051,0.508,0.9,-0.1394,0.1918,7.1667,0.7181,0.1142,0,39,20338,,farmer,two_wheeler,2696.6,97
USR_0275,0.0888,0.0721,0.75,0.1691,0.2726,2.1667,0.7413,0.168,0,63,38841,817.0,gig_worker,two_wheeler,25141.87,18
USR_1097,0.4356,0.106,0.75,0.6985,0.1162,6.1667,0.7625,0.0841,0,62,107416,,salaried,xpress_credit,26649.33,113
USR_0102,0.0,0.6644,1.0,-0.1084,0.4441,8.3333,0.7179,0.088,0,68,68441,667.0,salaried,xpress_power,35049.94,84
USR_1232,0.609,0.6364,0.8333,-0.9437,0.9453,6.5,0.7612,0.1893,1,36,22887,695.0,salaried,xpress_credit,15214.36,87
USR_1722,0.0,0.6166,0.8,-0.2093,0.0237,4.5,0.8009,0.4972,0,51,8362,808.0,student,xpress_credit,894.96,99
USR_1833,0.4703,0.7182,0.8667,0.3683,0.1085,8.5,0.7969,0.1875,0,51,38750,,gig_worker,xpress_credit,10531.53,33
USR_0108,0.6774,0.5513,0.6667,-0.621,0.383,5.5,0.7701,0.253,0,46,33828,,gig_worker,two_wheeler,19834.58,37
USR_1618,0.0,0.372,0.8333,0.4672,0.1947,3.1667,0.7333,0.0441,0,42,171233,559.0,self_employed,xpress_power,63674.97,50
USR_0498,0.1428,0.7629,0.5714,-0.0073,0.4747,8.5,0.6978,0.0516,0,24,143585,,salaried,two_wheeler,50253.3,119
USR_1981,0.0,0.762,0.75,-1.0,0.3253,2.2,0.5886,0.1947,1,20,29552,,gig_worker,xpress_credit,10065.12,91
USR_0882,0.2183,0.3437,0.875,-0.2319,0.1101,4.5714,0.6161,0.2193,0,39,25746,618.0,farmer,two_wheeler,2121.7,113
USR_0757,0.9443,0.2313,1.0,0.3358,0.2401,3.3333,0.8095,0.029,0,30,69164,799.0,self_employed,xpress_credit,37255.26,2
USR_0620,0.3799,0.244,0.6923,0.2185,0.1119,5.2857,0.6928,0.1633,0,60,95959,,self_employed,xpress_power,11537.05,26
USR_1107,0.284,0.7122,0.6667,-0.3784,0.3828,6.6667,0.7084,0.0589,1,20,29043,,gig_worker,xpress_credit,14977.31,13
USR_1936,0.3334,0.5117,1.0,-0.0538,0.2329,3.1667,0.732,0.1121,0,29,11657,677.0,student,xpress_credit,4510.15,26
USR_0810,0.4896,0.47,0.6667,-0.8296,0.1665,3.6667,0.7795,0.3533,1,50,3172,554.0,student,xpress_power,1227.19,71
USR_1038,0.1437,0.5748,0.8571,-1.0,0.8468,5.8333,0.7289,0.1362,1,44,19392,820.0,farmer,two_wheeler,7694.95,101
USR_0073,0.3769,0.2171,0.6667,0.6401,0.1489,3.3333,0.744,0.1683,0,28,93859,705.0,salaried,xpress_power,25171.02,92
USR_1284,0.6097,0.3727,1.0,-0.0143,0.2386,3.6667,0.8327,0.129,0,48,19419,,gig_worker,xpress_power,12386.62,13
USR_1272,0.4815,0.7569,0.7273,-0.5517,0.3847,9.6667,0.7373,0.1297,0,48,19004,614.0,self_employed,xpress_power,9045.89,26
USR_1335,0.2063,0.5252,1.0,0.5437,0.2385,6.5,0.6747,0.044,0,51,196103,748.0,self_employed,xpress_power,54193.05,26
USR_1459,0.5438,0.744,0.7857,-0.2103,0.3007,9.8333,0.815,0.1473,0,68,23304,,gig_worker,xpress_power,12312.35,46
